plate,well,gene,p,genenorm,kinasenorm,pnorm,pvalpos,magratio
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,Bat-CoV-HKU4-3CL,1.0,0.0005990374616953089,0.006792304990298954,245769.98275477087,5.6557978926585706e-14,-0.4069089525900092
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,Bat-CoV-HKU9-3CL,0.32499693680891223,0.32499693680891223,0.006792304990298954,147.2254266303178,5.6557978926585706e-14,-0.1636521472148776
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,Bat-SL-CoVZC45-PLP2,0.12997358532906272,0.0011124913962759144,0.006792304990298954,17200.507450933495,5.6557978926585706e-14,-0.3197236688841797
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,Bat-SV-CoVZC45-3CL,1.0,0.007615619968070893,0.006792304990298954,19332.03432518592,5.6557978926585706e-14,-0.32355354429157557
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,Beluga-CoV-SW1,0.5299153022308957,4.750907788878632e-21,0.006792304990298954,1.6421494568155353e+22,5.6557978926585706e-14,-1.6769505507447964
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,CCHFV,1.0,1.0,0.006792304990298954,147.2254266303178,5.6557978926585706e-14,-0.1636521472148776
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,CV-B3,1.0,0.5181636200481604,0.006792304990298954,284.12922276680484,5.6557978926585706e-14,-0.18520587055585605
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,DENV,1.0,0.259869870476723,0.006792304990298954,566.5351907100173,5.6557978926585706e-14,-0.20782982600289668
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,DUGV,0.3499132262079328,0.05537157102420003,0.006792304990298954,930.371363123123,5.6557978926585706e-14,-0.22409171264553365
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,EMCV,0.3463170064401202,0.0884413805453221,0.006792304990298954,576.5024099364088,5.6557978926585706e-14,-0.20840157403666662
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,FES,0.3256144374680206,0.027773565920202966,0.006792304990298954,1726.0557974785952,5.6557978926585706e-14,-0.2443520162939933
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HAV,0.12266876185910139,0.12266876185910139,0.006792304990298954,147.2254266303178,5.6557978926585706e-14,-0.1636521472148776
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HCV,1.0,0.0841238929449988,0.006792304990298954,1750.1023963141545,5.6557978926585706e-14,-0.24480558306686875
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HCoV-229E-3CL,0.29644116410926785,0.29644116410926785,0.006792304990298954,147.22542663031777,5.6557978926585706e-14,-0.1636521472148776
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HCoV-HKU1-3CL,0.4000131796264083,0.0009040903871862108,0.006792304990298954,65139.62747855011,5.6557978926585706e-14,-0.3633774710211684
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HCoV-NL63-3CL,0.5170174233506469,0.014339029557108966,0.006792304990298954,5308.456226060918,5.6557978926585706e-14,-0.28118260201074585
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HCoV-NL63-PLP2,0.6072470487066931,0.2189322228689883,0.006792304990298954,408.3556300862282,5.6557978926585706e-14,-0.19709661006156684
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HCoV-OC43-3CL,0.07713086121941644,0.0044970120836568435,0.006792304990298954,2525.14864050762,5.6557978926585706e-14,-0.2568247123025059
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HHV-3,0.15851536416875245,0.0018366401657584363,0.006792304990298954,12706.621880703347,5.6557978926585706e-14,-0.3097964303541566
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HIV-1,0.5478022199601307,0.003231308728550848,0.006792304990298954,24959.05601035989,5.6557978926585706e-14,-0.3319287506939166
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HIV-2,0.006792304990298954,0.0005084773899146614,0.006792304990298954,1966.6557841791778,5.6557978926585706e-14,-0.24863006850958635
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HPeV,0.19268066660842953,0.020075345124365252,0.006792304990298954,1413.0513407916815,5.6557978926585706e-14,-0.237792525880743
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HRV-B14,0.0741278537290956,0.004428070182720004,0.006792304990298954,2464.6187707332406,5.6557978926585706e-14,-0.2560293025346959
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,HTLV,1.0,3.991378344313278e-07,0.006792304990298954,368858609.5579674,5.6557978926585706e-14,-0.6466771819802437
221126_August_Plate3L_single_conc_B1,Plate3L_Dasatinib.10uM.B1,KUNV,1.0,0.20067910401344277,0.006792304990298954,733.6360571973437,5.6557978926585706e-14,-0.21630340402050935
