plate,well,src,id
NS1519_22040,A03,CB,6876243
NS1519_22026,F02,CB,6876408
NS1519_22026,G02,CB,6876741
NS1519_22040,G03,CB,6876792
NS1519_22040,D02,CB,6877137
NS1519_22023,B08,CB,6877491
NS1519_22040,H04,CB,6877648
NS1519_22040,B03,CB,6878142
NS1519_22040,D03,CB,6878189
NS1519_22038,D07,CB,6878835
NS1519_22021,A04,CB,6879067
NS1519_22021,B04,CB,6879170
NS1519_22021,G04,CB,6879366
NS1519_22021,F04,CB,6879567
NS1519_22021,G05,CB,6879973
NS1519_22021,H05,CB,6880184
NS1519_22040,E02,CB,6880664
NS1519_22021,E04,CB,6880810
NS1519_22021,C04,CB,6881227
NS1519_22021,D04,CB,6881251
NS1519_22021,H04,CB,6882600
NS1519_22021,A03,CB,6883316
NS1519_22021,B03,CB,6884516
NS1519_22021,C03,CB,6884704
NS1519_22021,G03,CB,6885727
NS1519_22021,D03,CB,6887522
NS1519_22038,A06,CB,6887733
NS1519_22015,H08,CB,6888177
NS1519_22038,H07,CB,6888425
NS1519_22021,E03,CB,6889184
NS1519_22038,C07,CB,6889909
NS1519_22038,B06,CB,6889953
NS1519_22021,F03,CB,6890256
NS1519_22015,G08,CB,6892488
NS1519_22015,F08,CB,6892792
NS1519_22015,E08,CB,6893781
NS1519_22013,A07,CB,7012240
NS1519_22038,F07,CB,6895547
NS1519_22038,G07,CB,6896456
NS1519_22038,B05,CB,6897206
NS1519_22038,A05,CB,6897347
NS1519_22013,B07,CB,7012200
NS1519_22013,C07,CB,7012780
NS1519_22013,D07,CB,7012381
NS1519_22017,E02,CB,6899951
NS1519_22017,F02,CB,6899971
NS1519_22038,C05,CB,6902673
NS1519_22021,D05,CB,6902693
NS1519_22021,G06,CB,6903285
NS1519_22038,F06,CB,6904161
NS1519_22021,D06,CB,6905405
NS1519_22021,E06,CB,6905596
NS1519_22021,F06,CB,6906625
NS1519_22038,G06,CB,6907769
NS1519_22021,E05,CB,6907824
NS1519_22021,F05,CB,6907852
NS1519_22021,C06,CB,6907948
NS1519_22038,E06,CB,6908406
NS1519_22021,H06,CB,6908807
NS1519_22038,C06,CB,6908995
NS1519_22021,A05,CB,6909319
NS1519_22038,D06,CB,6909340
NS1519_22021,B05,CB,6909463
NS1519_22021,C05,CB,6909864
NS1519_22038,E07,CB,6910218
NS1519_22038,E05,CB,6912135
NS1519_22019,D02,CB,6912675
NS1519_22019,F02,CB,6913909
NS1519_22038,D05,CB,6914071
NS1519_22019,F05,CB,6914275
NS1519_22019,E02,CB,6914677
NS1519_22019,G05,CB,6916726
NS1519_22019,A04,CB,6917614
NS1519_22019,D05,CB,6917862
NS1519_22038,C04,CB,6918132
NS1519_22019,E05,CB,6918307
NS1519_22019,H02,CB,6919172
NS1519_22019,B04,CB,6919600
NS1519_22019,G02,CB,6919896
NS1519_22019,H05,CB,6920104
NS1519_22038,H05,CB,6920232
NS1519_22038,G05,CB,6920769
NS1519_22019,A07,CB,6920927
NS1519_22017,H04,CB,6920979
NS1519_22019,B07,CB,6921322
NS1519_22019,C07,CB,6921637
NS1519_22019,H08,CB,6921677
NS1519_22017,G03,CB,6922218
NS1519_22038,A04,CB,6922232
NS1519_22038,F05,CB,6924114
NS1519_22019,A03,CB,6924563
NS1519_22038,H06,CB,6925200
NS1519_22019,G04,CB,6925252
NS1519_22019,H04,CB,6925610
NS1519_22019,B05,CB,6926772
NS1519_22039,C06,CB,6927246
NS1519_22019,D04,CB,6927567
NS1519_22019,H06,CB,6927876
NS1519_22019,A05,CB,6928401
NS1519_22019,C04,CB,6929161
NS1519_22017,H02,CB,6930140
NS1519_22017,G02,CB,6930604
NS1519_22017,D02,CB,6931267
NS1519_22013,E07,CB,7012626
NS1519_22013,F07,CB,7012683
NS1519_22013,G07,CB,7011916
NS1519_22013,H07,CB,5557230
NS1519_22038,B04,CB,6937075
NS1519_22013,A08,CB,7010723
NS1519_22017,C02,CB,6938273
NS1519_22012,C11,CB,6942818
NS1519_22038,D04,CB,6941361
NS1519_22011,G09,CB,6954453
NS1519_22011,H09,CB,6947115
NS1519_22012,D11,CB,6945001
NS1519_22012,E11,CB,6942622
NS1519_22019,E04,CB,6943147
NS1519_22019,F04,CB,6943151
NS1519_22011,A10,CB,6953716
NS1519_22019,E07,CB,6943479
NS1519_22019,F07,CB,6943488
NS1519_22019,A06,CB,6943817
NS1519_22019,H07,CB,6943884
NS1519_22019,G07,CB,6943968
NS1519_22017,D03,CB,6944422
NS1519_22038,C03,CB,6944435
NS1519_22038,B03,CB,6944448
NS1519_22017,C03,CB,6944471
NS1519_22017,E03,CB,6944510
NS1519_22017,F03,CB,6944524
NS1519_22011,B10,CB,6955471
NS1519_22011,C10,CB,6955107
NS1519_22011,D10,CB,6954120
NS1519_22012,F11,CB,6949337
NS1519_22038,H04,CB,6945039
NS1519_22011,E10,CB,6955316
NS1519_22011,F10,CB,6533163
NS1519_22011,G10,CB,6953558
NS1519_22038,D03,CB,6945476
NS1519_22019,C05,CB,6945875
NS1519_22038,E04,CB,6946061
NS1519_22019,D07,CB,6946152
NS1519_22017,D04,CB,6946155
NS1519_22038,F04,CB,6946200
NS1519_22038,G04,CB,6946225
NS1519_22017,G05,CB,6946315
NS1519_22017,F04,CB,6946411
NS1519_22017,E04,CB,6946477
NS1519_22019,B03,CB,6946544
NS1519_22017,G04,CB,6946841
NS1519_22011,H10,CB,6943356
NS1519_22015,D08,CB,6947515
NS1519_22038,A03,CB,6948466
NS1519_22011,A11,CB,6942221
NS1519_22012,G11,CB,6952253
NS1519_22038,H03,CB,6949599
NS1519_22038,A02,CB,6949618
NS1519_22015,G10,CB,6950097
NS1519_22015,E10,CB,6950348
NS1519_22015,F10,CB,6950402
NS1519_22040,B08,CB,6950536
NS1519_22015,A09,CB,6951017
NS1519_22015,H10,CB,6951371
NS1519_22015,D10,CB,6951737
NS1519_22038,G03,CB,6951992
NS1519_22012,H11,CB,6941289
NS1519_22038,F03,CB,6952495
NS1519_22015,E11,CB,6952624
NS1519_22038,E03,CB,6952697
NS1519_22015,B11,CB,6952713
NS1519_22015,C11,CB,6952732
NS1519_22015,A11,CB,6952952
NS1519_22011,B11,CB,6945403
NS1519_22011,C11,CB,6942567
NS1519_22011,D11,CB,6944638
NS1519_22011,E11,CB,6944937
NS1519_22040,C08,CB,6954647
NS1519_22011,F11,CB,6944946
NS1519_22011,G11,CB,6945192
NS1519_22011,H11,CB,6945158
NS1519_22015,D11,CB,6955917
NS1519_22020,E04,CB,6956136
NS1519_22020,D04,CB,6956278
NS1519_22020,B06,CB,6956733
NS1519_22020,F04,CB,6956766
NS1519_22040,D08,CB,6957255
NS1519_22020,H05,CB,6957635
NS1519_22020,A05,CB,6957637
NS1519_22020,H04,CB,6957909
NS1519_22020,C04,CB,6958221
NS1519_22020,G04,CB,6958880
NS1519_22040,E08,CB,6959205
NS1519_22040,F08,CB,6959485
NS1519_22020,H03,CB,6960960
NS1519_22020,G03,CB,6961117
NS1519_22040,H08,CB,6961495
NS1519_22020,F03,CB,6961604
NS1519_22020,H02,CB,6962187
NS1519_22019,E11,CB,6962958
NS1519_22019,F11,CB,6963183
NS1519_22019,G11,CB,6963304
NS1519_22021,G10,CB,6964344
NS1519_22021,H10,CB,6964850
NS1519_22021,A09,CB,6964955
NS1519_22015,F06,CB,6965210
NS1519_22015,H06,CB,6965501
NS1519_22021,B09,CB,6966127
NS1519_22040,A08,CB,6966130
NS1519_22021,C09,CB,6966242
NS1519_22021,D09,CB,6966338
NS1519_22015,A05,CB,6967186
NS1519_22040,G08,CB,6967229
NS1519_22015,G06,CB,6967796
NS1519_22015,E02,CB,6968734
NS1519_22015,D02,CB,6968808
NS1519_22015,G03,CB,6969055
NS1519_22015,H03,CB,6969505
NS1519_22015,A02,CB,6969548
NS1519_22015,B02,CB,6969842
NS1519_22015,C02,CB,6969886
NS1519_22040,D06,CB,6970063
NS1519_22039,D06,CB,6970442
NS1519_22020,B04,CB,6970529
NS1519_22020,A04,CB,6971112
NS1519_22020,B03,CB,6971205
NS1519_22020,C03,CB,6971273
NS1519_22039,B06,CB,6971462
NS1519_22020,D03,CB,6971539
NS1519_22020,E03,CB,6972069
NS1519_22020,G02,CB,6973805
NS1519_22040,C07,CB,6973862
NS1519_22020,A03,CB,6976352
NS1519_22040,D07,CB,6976628
NS1519_22040,F06,CB,6976859
NS1519_22020,F02,CB,6977436
NS1519_22019,F09,CB,6979257
NS1519_22019,E09,CB,6979359
NS1519_22040,E07,CB,6979621
NS1519_22019,D08,CB,6979962
NS1519_22019,C09,CB,6980065
NS1519_22019,D09,CB,6980098
NS1519_22040,C06,CB,6980118
NS1519_22019,B09,CB,6980267
NS1519_22040,G07,CB,6981084
NS1519_22019,G09,CB,6981392
NS1519_22019,H09,CB,6981608
NS1519_22019,A08,CB,6981653
NS1519_22022,F07,CB,6982087
NS1519_22022,E07,CB,6982185
NS1519_22022,C07,CB,6982297
NS1519_22022,G07,CB,6982421
NS1519_22022,B04,CB,6984318
NS1519_22022,B05,CB,6984554
NS1519_22022,A04,CB,6984668
NS1519_22022,A05,CB,6984687
NS1519_22022,D07,CB,6985374
NS1519_22017,D11,CB,6985547
NS1519_22022,B07,CB,6985999
NS1519_22017,D07,CB,6987282
NS1519_22017,C07,CB,6987399
NS1519_22019,E08,CB,6988000
NS1519_22019,F08,CB,6988020
NS1519_22019,G08,CB,6988123
NS1519_22040,B10,CB,6988332
NS1519_22040,H07,CB,6988627
NS1519_22019,G06,CB,6988903
NS1519_22019,F06,CB,6988906
NS1519_22019,E06,CB,6989129
NS1519_22019,D06,CB,6989332
NS1519_22017,G07,CB,6990001
NS1519_22017,F07,CB,6990047
NS1519_22019,B08,CB,6990686
NS1519_22040,F07,CB,6991243
NS1519_22019,C08,CB,6991615
NS1519_22017,E07,CB,6992604
NS1519_22019,C06,CB,6993406
NS1519_22019,B06,CB,6993425
NS1519_22017,B04,CB,6994447
NS1519_22017,C04,CB,6994961
NS1519_22017,H07,CB,6995108
NS1519_22017,A06,CB,6995186
NS1519_22060,G11,CB,6995261
NS1519_22017,A04,CB,6995357
NS1519_22017,H05,CB,6996448
NS1519_22040,A10,CB,6997050
NS1519_22019,A10,CB,6997158
NS1519_22040,A09,CB,6997900
NS1519_22017,A08,CB,6998313
NS1519_22030,B07,CB,6998590
NS1519_22040,C09,CB,6998613
NS1519_22040,B09,CB,6998794
NS1519_22017,B02,CB,6999174
NS1519_22019,D10,CB,7000039
NS1519_22019,B10,CB,7000666
NS1519_22040,E09,CB,7001537
NS1519_22019,C10,CB,7001558
NS1519_22019,E10,CB,7001832
NS1519_22019,G10,CB,7001847
NS1519_22019,H10,CB,7002211
NS1519_22019,A09,CB,7002360
NS1519_22019,F10,CB,7002398
NS1519_22017,B10,CB,7002706
NS1519_22017,C10,CB,7002743
NS1519_22040,D09,CB,7002772
NS1519_22020,B02,CB,7002819
NS1519_22020,A02,CB,7003158
NS1519_22020,E02,CB,7003329
NS1519_22020,D02,CB,7003458
NS1519_22020,C02,CB,7003610
NS1519_22017,D10,CB,7003724
NS1519_22017,E10,CB,7003753
NS1519_22017,G10,CB,7003848
NS1519_22017,F10,CB,7003949
NS1519_22017,B11,CB,7004044
NS1519_22017,A11,CB,7004139
NS1519_22017,A10,CB,7004207
NS1519_22017,H10,CB,7004322
NS1519_22017,C11,CB,7004540
NS1519_22017,E05,CB,7005279
NS1519_22017,F05,CB,7005516
NS1519_22017,A05,CB,7005706
NS1519_22017,B05,CB,7005825
NS1519_22017,B03,CB,7007197
NS1519_22017,H03,CB,7007420
NS1519_22017,A03,CB,7007641
NS1519_22017,A02,CB,7007776
NS1519_22017,C05,CB,7008130
NS1519_22013,B08,CB,5533713
NS1519_22013,C08,CB,5533742
NS1519_22017,D06,CB,7008416
NS1519_22017,F06,CB,7008460
NS1519_22017,C06,CB,7008552
NS1519_22017,E06,CB,7008607
NS1519_22017,G06,CB,7008618
NS1519_22017,B06,CB,7008707
NS1519_22013,D08,CB,5571139
NS1519_22013,E08,CB,5569924
NS1519_22013,F08,CB,5570726
NS1519_22013,G08,CB,5570161
NS1519_22015,A06,CB,7009965
NS1519_22015,F07,CB,7010003
NS1519_22015,E07,CB,7010353
NS1519_22015,C07,CB,7010548
NS1519_22015,D07,CB,7010633
NS1519_22013,H08,CB,5530084
NS1519_22013,A09,CB,5555270
NS1519_22013,B09,CB,5557876
NS1519_22013,C09,CB,5557887
NS1519_22013,D09,CB,5556888
NS1519_22040,F09,CB,7012004
NS1519_22040,G09,CB,7012065
NS1519_22013,E09,CB,5556049
NS1519_22013,F09,CB,5549127
NS1519_22013,G09,CB,5549048
NS1519_22013,H09,CB,5556710
NS1519_22013,A10,CB,7015162
NS1519_22013,B10,CB,7012900
NS1519_22013,C10,CB,7017482
NS1519_22022,A06,CB,7013020
NS1519_22022,B06,CB,7013080
NS1519_22022,C06,CB,7013094
NS1519_22022,D06,CB,7013104
NS1519_22022,E06,CB,7013251
NS1519_22022,F06,CB,7013253
NS1519_22022,G06,CB,7013414
NS1519_22047,E06,CB,7013540
NS1519_22022,A07,CB,7013646
NS1519_22022,H06,CB,7014078
NS1519_22022,F05,CB,7014091
NS1519_22022,G05,CB,7014111
NS1519_22022,H05,CB,7014273
NS1519_22040,H09,CB,7014492
NS1519_22022,C05,CB,7014597
NS1519_22022,D05,CB,7014699
NS1519_22022,E05,CB,7014793
NS1519_22015,H07,CB,7014841
NS1519_22015,G07,CB,7014970
NS1519_22013,D10,CB,7017673
NS1519_22013,E10,CB,5545753
NS1519_22013,F10,CB,5529005
NS1519_22025,A04,CB,7015649
NS1519_22025,H04,CB,7015734
NS1519_22025,G03,CB,7016017
NS1519_22018,G11,CB,7016218
NS1519_22018,D11,CB,7016253
NS1519_22013,G10,CB,5525731
NS1519_22015,B07,CB,7017210
NS1519_22013,H10,CB,5545892
NS1519_22013,A11,CB,6895075
NS1519_22017,H06,CB,7018124
NS1519_22013,B11,CB,6897916
NS1519_22013,C11,CB,6897349
NS1519_22013,D11,CB,7008181
NS1519_22013,E11,CB,7008185
NS1519_22013,F11,CB,7009753
NS1519_22013,G11,CB,7015095
NS1519_22015,A07,CB,7019800
NS1519_22018,A11,CB,7020095
NS1519_22018,H10,CB,7020115
NS1519_22018,G10,CB,7020424
NS1519_22021,H03,CB,7020991
NS1519_22021,B02,CB,7021205
NS1519_22021,D02,CB,7021521
NS1519_22047,C06,CB,7021674
NS1519_22021,C02,CB,7021786
NS1519_22021,A02,CB,7023235
NS1519_22021,E02,CB,7024503
NS1519_22021,F02,CB,7024854
NS1519_22021,G02,CB,7025075
NS1519_22024,B11,CB,7027964
NS1519_22021,H02,CB,7028712
NS1519_22024,A11,CB,7028879
NS1519_22024,D11,CB,7029304
NS1519_22024,E11,CB,7029480
NS1519_22024,C11,CB,7029765
NS1519_22024,A10,CB,7030276
NS1519_22047,B06,CB,7031226
NS1519_22018,E10,CB,7031524
NS1519_22024,B10,CB,7031586
NS1519_22018,B10,CB,7032269
NS1519_22018,A10,CB,7032297
NS1519_22018,H11,CB,7033418
NS1519_22018,F11,CB,7034190
NS1519_22018,E11,CB,7035444
NS1519_22018,C11,CB,7035745
NS1519_22018,F10,CB,7036569
NS1519_22018,C09,CB,7038522
NS1519_22018,D10,CB,7040159
NS1519_22018,C10,CB,7040571
NS1519_22018,H09,CB,7041940
NS1519_22018,E09,CB,7043158
NS1519_22018,F09,CB,7043243
NS1519_22018,G09,CB,7044464
NS1519_22018,A09,CB,7045602
NS1519_22047,D06,CB,7046323
NS1519_22025,E05,CB,7047307
NS1519_22025,G04,CB,7047830
NS1519_22025,F04,CB,7048247
NS1519_22025,E04,CB,7050513
NS1519_22025,D04,CB,7050536
NS1519_22025,E03,CB,7052168
NS1519_22025,F03,CB,7053198
NS1519_22025,H03,CB,7056160
NS1519_22025,A03,CB,7056644
NS1519_22025,B03,CB,7057450
NS1519_22025,C03,CB,7057521
NS1519_22025,D03,CB,7057643
NS1519_22025,D02,CB,7062422
NS1519_22025,C02,CB,7062590
NS1519_22025,E02,CB,7063071
NS1519_22025,F02,CB,7064094
NS1519_22025,B02,CB,7064660
NS1519_22025,G02,CB,7068196
NS1519_22030,H08,CB,7068489
NS1519_22025,H02,CB,7070640
NS1519_22018,B11,CB,7071877
NS1519_22025,A02,CB,7071958
NS1519_22030,E07,CB,7074101
NS1519_22030,E08,CB,7074416
NS1519_22030,F08,CB,7074968
NS1519_22030,G08,CB,7075114
NS1519_22030,D08,CB,7075740
NS1519_22030,D07,CB,7077592
NS1519_22030,A07,CB,7079771
NS1519_22052,B09,CB,7080064
NS1519_22026,A09,CB,7080342
NS1519_22030,C07,CB,7080782
NS1519_22052,C09,CB,7082810
NS1519_22052,D09,CB,7085572
NS1519_22026,C09,CB,7089149
NS1519_22026,H09,CB,7090345
NS1519_22026,B09,CB,7090516
NS1519_22026,A08,CB,7092410
NS1519_22030,C06,CB,7095504
NS1519_22030,A06,CB,7095868
NS1519_22030,H07,CB,7096081
NS1519_22030,B06,CB,7096240
NS1519_22026,B10,CB,7096810
NS1519_22030,F07,CB,7097615
NS1519_22026,G09,CB,7098504
NS1519_22026,F09,CB,7099712
NS1519_22030,G07,CB,7100446
NS1519_22052,A09,CB,7100701
NS1519_22052,H09,CB,7101413
NS1519_22052,G09,CB,7101546
NS1519_22052,F09,CB,7101634
NS1519_22052,E09,CB,7101636
NS1519_22024,H11,CB,7102138
NS1519_22024,G11,CB,7102626
NS1519_22024,F11,CB,7102876
NS1519_22024,D10,CB,7103429
NS1519_22024,A09,CB,7103619
NS1519_22024,H10,CB,7103721
NS1519_22024,E10,CB,7104028
NS1519_22024,F10,CB,7104064
NS1519_22024,D09,CB,7105116
NS1519_22024,C09,CB,7105757
NS1519_22024,B09,CB,7105958
NS1519_22026,D09,CB,7107281
NS1519_22026,E09,CB,7108282
NS1519_22026,G08,CB,7109080
NS1519_22026,H08,CB,7109466
NS1519_22047,H05,CB,7111361
NS1519_22026,B08,CB,7111523
NS1519_22026,C08,CB,7111606
NS1519_22024,C10,CB,7111838
NS1519_22024,G10,CB,7111954
NS1519_22024,D08,CB,7112035
NS1519_22024,A08,CB,7112253
NS1519_22024,H09,CB,7112544
NS1519_22024,B08,CB,7112614
NS1519_22024,C08,CB,7112669
NS1519_22024,E09,CB,7112672
NS1519_22024,F09,CB,7112767
NS1519_22024,F08,CB,7112912
NS1519_22026,E08,CB,7112976
NS1519_22026,D08,CB,7112977
NS1519_22026,F08,CB,7113142
NS1519_22023,G09,CB,7113650
NS1519_22047,G05,CB,7113663
NS1519_22023,F09,CB,7113911
NS1519_22024,G09,CB,7114224
NS1519_22024,E08,CB,7114523
NS1519_22047,F05,CB,7114534
NS1519_22024,H08,CB,7114696
NS1519_22024,G08,CB,7114762
NS1519_22027,F04,CB,7115519
NS1519_22027,G04,CB,7115639
NS1519_22027,A04,CB,7116070
NS1519_22027,B03,CB,7116096
NS1519_22027,H04,CB,7116131
NS1519_22027,D03,CB,7116756
NS1519_22027,C03,CB,7116905
NS1519_22023,E09,CB,7117007
NS1519_22023,C09,CB,7117401
NS1519_22023,D09,CB,7117518
NS1519_22023,B09,CB,7118130
NS1519_22047,E05,CB,7118406
NS1519_22023,H08,CB,7118535
NS1519_22047,D05,CB,7118554
NS1519_22023,A09,CB,7118587
NS1519_22030,G11,CB,7119835
NS1519_22023,F08,CB,7120666
NS1519_22030,F11,CB,7121183
NS1519_22030,C08,CB,7121225
NS1519_22027,E03,CB,7121707
NS1519_22027,F03,CB,7121781
NS1519_22027,H03,CB,7122184
NS1519_22027,A03,CB,7122236
NS1519_22027,G03,CB,7122429
NS1519_22023,G10,CB,7123009
NS1519_22023,G08,CB,7123419
NS1519_22030,B08,CB,7124617
NS1519_22030,D11,CB,7125528
NS1519_22030,C11,CB,7125883
NS1519_22030,A08,CB,7126217
NS1519_22030,E11,CB,7126313
NS1519_22030,B10,CB,7126499
NS1519_22030,A10,CB,7126627
NS1519_22030,C10,CB,7126652
NS1519_22030,D10,CB,7127099
NS1519_22030,H10,CB,7127221
NS1519_22030,B11,CB,7127332
NS1519_22030,E10,CB,7127514
NS1519_22030,H11,CB,7128077
NS1519_22030,A09,CB,7128640
NS1519_22030,F10,CB,7128961
NS1519_22030,G10,CB,7128992
NS1519_22024,F05,CB,7129815
NS1519_22024,G05,CB,7129869
NS1519_22023,F10,CB,7130098
NS1519_22023,H10,CB,7130326
NS1519_22023,A10,CB,7130335
NS1519_22030,B09,CB,7130552
NS1519_22030,C09,CB,7130560
NS1519_22023,H09,CB,7130977
NS1519_22030,E09,CB,7131230
NS1519_22030,F09,CB,7132022
NS1519_22030,H09,CB,7132144
NS1519_22030,D09,CB,7132227
NS1519_22030,G09,CB,7133105
NS1519_22026,G10,CB,7133740
NS1519_22026,H10,CB,7134129
NS1519_22026,F10,CB,7134673
NS1519_22026,E10,CB,7134729
NS1519_22023,E10,CB,7135413
NS1519_22026,C10,CB,7135548
NS1519_22026,D10,CB,7135647
NS1519_22023,B10,CB,7137218
NS1519_22023,D10,CB,7138037
NS1519_22023,A11,CB,7138267
NS1519_22023,C10,CB,7138444
NS1519_22024,D07,CB,7138888
NS1519_22024,C07,CB,7139358
NS1519_22030,A11,CB,7139612
NS1519_22024,E05,CB,7140601
NS1519_22024,D05,CB,7141575
NS1519_22024,C05,CB,7141751
NS1519_22024,B05,CB,7142565
NS1519_22026,G07,CB,7143085
NS1519_22024,H04,CB,7143298
NS1519_22024,A03,CB,7143317
NS1519_22024,B04,CB,7143648
NS1519_22024,H05,CB,7143742
NS1519_22024,A04,CB,7143804
NS1519_22024,C04,CB,7144005
NS1519_22024,B03,CB,7144364
NS1519_22047,B05,CB,7144411
NS1519_22024,A02,CB,7144540
NS1519_22024,B02,CB,7144576
NS1519_22024,G03,CB,7144818
NS1519_22024,H03,CB,7144824
NS1519_22026,A11,CB,7145035
NS1519_22024,H02,CB,7145160
NS1519_22024,C03,CB,7145383
NS1519_22024,D03,CB,7145527
NS1519_22024,F04,CB,7146234
NS1519_22024,G04,CB,7146359
NS1519_22024,E04,CB,7146800
NS1519_22024,D04,CB,7146930
NS1519_22027,B06,CB,7147428
NS1519_22027,A06,CB,7147508
NS1519_22047,C05,CB,7147614
NS1519_22027,C06,CB,7147777
NS1519_22024,E03,CB,7148752
NS1519_22024,F03,CB,7148894
NS1519_22024,F02,CB,7149404
NS1519_22024,G02,CB,7149470
NS1519_22024,E02,CB,7149690
NS1519_22024,E07,CB,7151995
NS1519_22024,F07,CB,7152318
NS1519_22024,A07,CB,7152973
NS1519_22024,B07,CB,7153031
NS1519_22047,G04,CB,7153934
NS1519_22024,G07,CB,7154696
NS1519_22024,H07,CB,7156555
NS1519_22024,A06,CB,7157144
NS1519_22024,B06,CB,7157164
NS1519_22047,F04,CB,7157651
NS1519_22024,F06,CB,7157761
NS1519_22024,D06,CB,7158078
NS1519_22024,E06,CB,7158599
NS1519_22024,C06,CB,7158918
NS1519_22024,A05,CB,7159501
NS1519_22024,C02,CB,7160407
NS1519_22024,D02,CB,7160469
NS1519_22027,H06,CB,7161246
NS1519_22027,E06,CB,7161414
NS1519_22027,F06,CB,7161703
NS1519_22027,D06,CB,7161908
NS1519_22027,G06,CB,7162794
NS1519_22027,B07,CB,7163126
NS1519_22027,A07,CB,7163302
NS1519_22027,C05,CB,7163781
NS1519_22047,A05,CB,7164823
NS1519_22024,H06,CB,7165295
NS1519_22027,A10,CB,7165808
NS1519_22027,H08,CB,7165815
NS1519_22027,H10,CB,7166751
NS1519_22024,G06,CB,7166949
NS1519_22027,E08,CB,7168538
NS1519_22027,F08,CB,7169398
NS1519_22027,D11,CB,7170293
NS1519_22047,H04,CB,7170390
NS1519_22027,G08,CB,7170590
NS1519_22027,D08,CB,7171192
NS1519_22027,C08,CB,7171727
NS1519_22027,B08,CB,7171928
NS1519_22027,B05,CB,7172188
NS1519_22027,G05,CB,7172302
NS1519_22027,D05,CB,7172895
NS1519_22027,E05,CB,7173486
NS1519_22027,F05,CB,7173612
NS1519_22027,H05,CB,7174009
NS1519_22027,A05,CB,7174025
NS1519_22027,B04,CB,7174106
NS1519_22027,D04,CB,7174318
NS1519_22027,E04,CB,7174330
NS1519_22029,E10,CB,7174512
NS1519_22029,D10,CB,7174645
NS1519_22027,C04,CB,7174875
NS1519_22029,G09,CB,7175665
NS1519_22029,A10,CB,7176354
NS1519_22029,F10,CB,7176395
NS1519_22029,H09,CB,7176904
NS1519_22029,A09,CB,7177034
NS1519_22047,C04,CB,7177077
NS1519_22029,C10,CB,7177141
NS1519_22029,B10,CB,7177277
NS1519_22029,C07,CB,7178009
NS1519_22029,B07,CB,7178134
NS1519_22029,G08,CB,7178304
NS1519_22029,F08,CB,7178378
NS1519_22029,E08,CB,7178449
NS1519_22029,D08,CB,7178478
NS1519_22029,H08,CB,7178811
NS1519_22029,C08,CB,7179412
NS1519_22029,E06,CB,7180250
NS1519_22029,H06,CB,7180283
NS1519_22029,G06,CB,7180520
NS1519_22029,F06,CB,7180600
NS1519_22028,C06,CB,7181021
NS1519_22028,B06,CB,7181211
NS1519_22028,A06,CB,7181406
NS1519_22028,D06,CB,7181688
NS1519_22027,F07,CB,7182456
NS1519_22027,G07,CB,7183192
NS1519_22027,A08,CB,7183387
NS1519_22027,H07,CB,7183413
NS1519_22027,E07,CB,7183446
NS1519_22029,D06,CB,7183971
NS1519_22027,C07,CB,7184448
NS1519_22027,D07,CB,7184457
NS1519_22029,A08,CB,7185016
NS1519_22025,D11,CB,7185031
NS1519_22029,D07,CB,7185727
NS1519_22025,C11,CB,7186138
NS1519_22025,B11,CB,7186175
NS1519_22025,E11,CB,7186588
NS1519_22028,H04,CB,7187474
NS1519_22028,C03,CB,7188001
NS1519_22029,C09,CB,7188290
NS1519_22029,B08,CB,7188564
NS1519_22029,B09,CB,7188792
NS1519_22029,F07,CB,7188831
NS1519_22029,F09,CB,7189192
NS1519_22029,D09,CB,7189532
NS1519_22029,E09,CB,7189533
NS1519_22047,E04,CB,7189621
NS1519_22029,G07,CB,7189728
NS1519_22029,A07,CB,7190912
NS1519_22029,B06,CB,7191610
NS1519_22029,C06,CB,7192630
NS1519_22029,H07,CB,7192944
NS1519_22026,C11,CB,7193353
NS1519_22029,E07,CB,7193614
NS1519_22026,B11,CB,7195307
NS1519_22026,E11,CB,7195540
NS1519_22026,F11,CB,7195794
NS1519_22028,A04,CB,7196318
NS1519_22028,G03,CB,7196386
NS1519_22028,F03,CB,7196987
NS1519_22028,D03,CB,7197333
NS1519_22028,B03,CB,7197643
NS1519_22028,A03,CB,7197739
NS1519_22028,D04,CB,7197871
NS1519_22047,D04,CB,7198047
NS1519_22047,B04,CB,7198159
NS1519_22027,B09,CB,7198174
NS1519_22027,C09,CB,7198817
NS1519_22026,H11,CB,7200070
NS1519_22026,A10,CB,7200214
NS1519_22026,G11,CB,7200267
NS1519_22027,H11,CB,7200646
NS1519_22027,C10,CB,7201210
NS1519_22027,A11,CB,7201550
NS1519_22027,F10,CB,7201939
NS1519_22027,B10,CB,7202085
NS1519_22027,D10,CB,7202141
NS1519_22032,F08,CB,7203330
NS1519_22027,G10,CB,7203946
NS1519_22032,A08,CB,7204283
NS1519_22028,E03,CB,7204685
NS1519_22027,D09,CB,7206077
NS1519_22047,B03,CB,7206931
NS1519_22027,F09,CB,7207081
NS1519_22027,E09,CB,7207155
NS1519_22027,G09,CB,7207562
NS1519_22026,D11,CB,7208978
NS1519_22027,A09,CB,7209837
NS1519_22027,B11,CB,7210115
NS1519_22027,F11,CB,7210991
NS1519_22028,E04,CB,7211011
NS1519_22027,G11,CB,7211459
NS1519_22027,E10,CB,7211812
NS1519_22027,H09,CB,7212581
NS1519_22028,H06,CB,7213107
