runid,well,gene,barcode,counts
NS1519_22009,D12,SARS-CoV-1-PLP,6E4,179
NS1519_22009,D12,SARS-CoV-1-PLP,6G4,257
NS1519_22009,D12,SARS-CoV-2-PLP,6D6,275
NS1519_22009,D12,SARS-CoV-2-PLP,6E6,168
NS1519_22009,D12,SARS-CoV-2-PLP,6F6,249
NS1519_22009,D12,SARS-CoV-2-PLP,6H6,256
NS1519_22009,D12,SARS-CoV-2-PLP,6A7,293
NS1519_22009,D12,MERS-CoV-PLP,6B9,404
NS1519_22009,D12,MERS-CoV-PLP,6C9,351
NS1519_22009,D12,MERS-CoV-PLP,6E9,268
NS1519_22009,D12,MERS-CoV-PLP,6F9,366
NS1519_22009,D12,MERS-CoV-PLP,6H9,214
NS1519_22009,D12,Bat-SL-CoVZC45-PLP2,7E2,232
NS1519_22009,D12,Bat-SL-CoVZC45-PLP2,7G2,345
NS1519_22009,D12,Bat-SL-CoVZC45-PLP2,7H2,195
NS1519_22009,D12,Bat-SL-CoVZC45-PLP2,7A3,249
NS1519_22009,D12,Bat-SL-CoVZC45-PLP2,7B3,250
NS1519_22009,D12,LGTV,4C7,1094
NS1519_22009,D12,LGTV,4E10,872
NS1519_22009,D12,LGTV,4F12,823
NS1519_22009,D12,LGTV,4F7,1115
NS1519_22009,D12,LGTV,4F10,1068
NS1519_22009,D12,DENV,11C6,1973
NS1519_22009,D12,DENV,11D6,3114
NS1519_22009,D12,DENV,11H6,2078
NS1519_22009,D12,DENV,11A7,2058
NS1519_22009,D12,POWV,7B4,445
NS1519_22009,D12,POWV,7C4,489
NS1519_22009,D12,POWV,7E4,420
NS1519_22009,D12,POWV,7F4,391
NS1519_22009,D12,POWV,7A5,294
NS1519_22009,D12,WNV,7G6,695
NS1519_22009,D12,WNV,7H6,342
NS1519_22009,D12,WNV,7A7,1529
NS1519_22009,D12,WNV,7B7,1598
NS1519_22009,D12,WNV,7D7,1002
NS1519_22009,D12,ZIKV,1G7,921
NS1519_22009,D12,ZIKV,1A8,1013
NS1519_22009,D12,ZIKV,1C8,1341
NS1519_22009,D12,ZIKV,1D8,1130
NS1519_22009,D12,ZIKV,1E8,1313
NS1519_22009,D12,HCV,7E12,555
NS1519_22009,D12,HCV,7F12,440
NS1519_22009,D12,HCV,7G12,297
NS1519_22009,D12,HCV,7H12,404
NS1519_22009,D12,HCV,9B1,240
NS1519_22009,D12,SLEV,9H2,50
NS1519_22009,D12,SLEV,9B3,60
NS1519_22009,D12,SLEV,9E3,87
NS1519_22009,D12,SLEV,9F3,115
NS1519_22009,D12,SLEV,9H3,117
NS1519_22009,D12,KUNV,7A8,510
NS1519_22009,D12,KUNV,7E8,381
NS1519_22009,D12,KUNV,7F8,399
NS1519_22009,D12,KUNV,7H8,397
NS1519_22009,D12,KUNV,7D9,219
NS1519_22009,D12,PV,2D6,1553
NS1519_22009,D12,PV,2F6,1075
NS1519_22009,D12,PV,2G6,1263
NS1519_22009,D12,PV,2B7,1319
NS1519_22009,D12,PV,2C7,937
NS1519_22009,D12,SV-A,9B5,559
NS1519_22009,D12,SV-A,9D5,524
NS1519_22009,D12,SV-A,9E5,522
NS1519_22009,D12,SV-A,9F5,306
NS1519_22009,D12,SV-A,9G5,445
NS1519_22009,D12,HAV,7E11,682
NS1519_22009,D12,HAV,7F11,1445
NS1519_22009,D12,HAV,7G11,854
NS1519_22009,D12,HAV,7H11,1133
NS1519_22009,D12,EMCV,9B12,607
NS1519_22009,D12,EMCV,9D12,664
NS1519_22009,D12,EMCV,9E12,572
NS1519_22009,D12,EMCV,9F12,488
NS1519_22009,D12,HPeV,2A8,173
NS1519_22009,D12,HPeV,2B8,181
NS1519_22009,D12,HPeV,2C8,213
NS1519_22009,D12,HPeV,2D8,142
NS1519_22009,D12,HPeV,2E8,217
NS1519_22009,D12,HRV-B14,9C1,232
NS1519_22009,D12,HRV-B14,9H1,465
NS1519_22009,D12,HRV-B14,9A2,379
NS1519_22009,D12,HRV-B14,9B2,458
NS1519_22009,D12,HRV-B14,9C2,425
NS1519_22009,D12,CV-B3,7E9,83
NS1519_22009,D12,CV-B3,7F9,46
NS1519_22009,D12,CV-B3,7H9,18
NS1519_22009,D12,CV-B3,7A10,52
NS1519_22009,D12,CV-B3,7B10,31
NS1519_22009,D12,HTLV,3B6,277
NS1519_22009,D12,HTLV,3D6,125
NS1519_22009,D12,HTLV,3F6,309
NS1519_22009,D12,HTLV,3A7,198
NS1519_22009,D12,HTLV,3B7,245
NS1519_22009,D12,HIV-2,7E10,319
NS1519_22009,D12,HIV-2,7D12,934
NS1519_22009,D12,HIV-2,9G2,363
NS1519_22009,D12,HIV-2,9A5,91
NS1519_22009,D12,HIV-2,9A9,423
NS1519_22009,D12,HIV-1,1E3,854
NS1519_22009,D12,HIV-1,9C10,1252
NS1519_22009,D12,HIV-1,1G3,541
NS1519_22009,D12,HIV-1,1A4,331
NS1519_22009,D12,HIV-1,1B4,374
NS1519_22009,D12,HHV-3,9A4,157
NS1519_22009,D12,HHV-3,9B4,145
NS1519_22009,D12,HHV-3,9C4,135
NS1519_22009,D12,HHV-3,9D4,72
NS1519_22009,D12,HHV-3,9F4,60
NS1519_22009,D12,YES1,4C9,583
NS1519_22009,D12,YES1,4E9,267
NS1519_22009,D12,YES1,4G9,418
NS1519_22009,D12,YES1,4B10,432
NS1519_22009,D12,YES1,4C10,606
NS1519_22009,D12,c-Src,1D4,1917
NS1519_22009,D12,c-Src,1D7,1830
NS1519_22009,D12,c-Src,1B10,1693
NS1519_22009,D12,c-Src,4G1,1455
NS1519_22009,D12,c-Src,9F11,824
NS1519_22009,D12,FES,6A3,158
NS1519_22009,D12,FES,6D5,88
NS1519_22009,D12,FES,6E7,124
NS1519_22009,D12,FES,6C10,210
NS1519_22009,D12,FES,7D3,222
NS1519_22009,D12,EYFP,3C5,6488
NS1519_22009,D12,EYFP,3D5,10169
NS1519_22009,D12,EYFP,3F5,8193
NS1519_22009,D12,EYFP,3H5,8803
NS1519_22009,D12,EYFP,3A6,8055
NS1519_22009,E1,CCHFV,6A1,18
NS1519_22009,E1,CCHFV,6B1,12
NS1519_22009,E1,CCHFV,6C1,50
NS1519_22009,E1,CCHFV,6E1,12
NS1519_22009,E1,CCHFV,6F1,8
NS1519_22009,E1,DUGV,7D10,218
NS1519_22009,E1,DUGV,2H8,181
NS1519_22009,E1,DUGV,2A9,135
NS1519_22009,E1,DUGV,2C9,199
NS1519_22009,E1,DUGV,2D9,141
NS1519_22009,E1,NWV,7B12,397
NS1519_22009,E1,NWV,10A12,350
NS1519_22009,E1,NWV,10B12,208
NS1519_22009,E1,NWV,10D12,469
NS1519_22009,E1,NWV,10E12,574
NS1519_22009,E1,SHV,3F11,2
NS1519_22009,E1,SHV,3H11,9
NS1519_22009,E1,SHV,3A12,15
NS1519_22009,E1,SHV,3E12,9
NS1519_22009,E1,SHV,3F12,12
NS1519_22009,E1,LV,6B3,160
NS1519_22009,E1,LV,6C3,40
NS1519_22009,E1,LV,6D3,76
NS1519_22009,E1,LV,6E3,79
NS1519_22009,E1,LV,6G3,37
NS1519_22009,E1,HCoV-229E-3CL,5D8,19
NS1519_22009,E1,HCoV-229E-3CL,5E8,40
NS1519_22009,E1,HCoV-229E-3CL,5F8,38
NS1519_22009,E1,HCoV-229E-3CL,5H8,24
NS1519_22009,E1,HCoV-229E-3CL,5A9,45
NS1519_22009,E1,HCoV-NL63-3CL,5H10,288
NS1519_22009,E1,HCoV-NL63-3CL,5A11,364
NS1519_22009,E1,HCoV-NL63-3CL,5C11,112
NS1519_22009,E1,HCoV-NL63-3CL,5E11,152
NS1519_22009,E1,HCoV-NL63-3CL,5F11,386
NS1519_22009,E1,SARS-CoV-1-3CL,2F1,58
NS1519_22009,E1,SARS-CoV-1-3CL,2G1,97
NS1519_22009,E1,SARS-CoV-1-3CL,2A2,94
NS1519_22009,E1,SARS-CoV-1-3CL,2C2,69
NS1519_22009,E1,SARS-CoV-1-3CL,2D2,81
NS1519_22009,E1,SARS-CoV-2-3CL,9E2,760
NS1519_22009,E1,SARS-CoV-2-3CL,1E12,725
NS1519_22009,E1,SARS-CoV-2-3CL,1G12,468
NS1519_22009,E1,SARS-CoV-2-3CL,1H12,586
NS1519_22009,E1,SARS-CoV-2-3CL,4E1,852
NS1519_22009,E1,MERS-CoV-3CL,8B4,149
NS1519_22009,E1,MERS-CoV-3CL,8D4,249
NS1519_22009,E1,MERS-CoV-3CL,8F4,247
NS1519_22009,E1,MERS-CoV-3CL,8H4,144
NS1519_22009,E1,MERS-CoV-3CL,8A6,240
NS1519_22009,E1,HCoV-HKU1-3CL,3D10,835
NS1519_22009,E1,HCoV-HKU1-3CL,3E10,777
NS1519_22009,E1,HCoV-HKU1-3CL,3H10,414
NS1519_22009,E1,HCoV-HKU1-3CL,3C11,628
NS1519_22009,E1,HCoV-HKU1-3CL,3D11,568
NS1519_22009,E1,HCoV-OC43-3CL,7G1,479
NS1519_22009,E1,HCoV-OC43-3CL,7H1,291
NS1519_22009,E1,HCoV-OC43-3CL,7A2,364
NS1519_22009,E1,HCoV-OC43-3CL,7B2,299
NS1519_22009,E1,HCoV-OC43-3CL,7D2,232
NS1519_22009,E1,Bat-CoV-HKU4-3CL,7E3,330
NS1519_22009,E1,Bat-CoV-HKU4-3CL,7F3,296
NS1519_22009,E1,Bat-CoV-HKU4-3CL,7G3,616
NS1519_22009,E1,Bat-CoV-HKU4-3CL,7H3,519
NS1519_22009,E1,Bat-CoV-HKU4-3CL,7A4,533
NS1519_22009,E1,Bat-CoV-HKU9-3CL,11D8,62
NS1519_22009,E1,Bat-CoV-HKU9-3CL,11F8,43
NS1519_22009,E1,Bat-CoV-HKU9-3CL,11G8,51
NS1519_22009,E1,Bat-CoV-HKU9-3CL,11H8,24
NS1519_22009,E1,Bat-CoV-HKU9-3CL,11B9,35
NS1519_22009,E1,Bat-SV-CoVZC45-3CL,5C4,579
NS1519_22009,E1,Bat-SV-CoVZC45-3CL,5D4,628
NS1519_22009,E1,Bat-SV-CoVZC45-3CL,5F4,411
NS1519_22009,E1,Bat-SV-CoVZC45-3CL,9D6,345
NS1519_22009,E1,Bat-SV-CoVZC45-3CL,5A5,486
NS1519_22009,E1,Beluga-CoV-SW1,11D2,36
NS1519_22009,E1,Beluga-CoV-SW1,11G2,35
NS1519_22009,E1,Beluga-CoV-SW1,11H2,10
NS1519_22009,E1,Beluga-CoV-SW1,11A3,44
NS1519_22009,E1,Beluga-CoV-SW1,11B3,40
NS1519_22009,E1,HCoV-NL63-PLP2,6H1,314
NS1519_22009,E1,HCoV-NL63-PLP2,6A2,326
NS1519_22009,E1,HCoV-NL63-PLP2,6C2,307
NS1519_22009,E1,HCoV-NL63-PLP2,6E2,225
NS1519_22009,E1,HCoV-NL63-PLP2,6F2,254
NS1519_22009,E1,SARS-CoV-1-PLP,6B4,85
NS1519_22009,E1,SARS-CoV-1-PLP,6C4,114
NS1519_22009,E1,SARS-CoV-1-PLP,6D4,83
NS1519_22009,E1,SARS-CoV-1-PLP,6E4,142
NS1519_22009,E1,SARS-CoV-1-PLP,6G4,159
NS1519_22009,E1,SARS-CoV-2-PLP,6D6,129
NS1519_22009,E1,SARS-CoV-2-PLP,6E6,207
NS1519_22009,E1,SARS-CoV-2-PLP,6F6,187
NS1519_22009,E1,SARS-CoV-2-PLP,6H6,108
NS1519_22009,E1,SARS-CoV-2-PLP,6A7,226
NS1519_22009,E1,MERS-CoV-PLP,6B9,141
NS1519_22009,E1,MERS-CoV-PLP,6C9,153
NS1519_22009,E1,MERS-CoV-PLP,6E9,197
NS1519_22009,E1,MERS-CoV-PLP,6F9,308
NS1519_22009,E1,MERS-CoV-PLP,6H9,299
NS1519_22009,E1,Bat-SL-CoVZC45-PLP2,7E2,213
NS1519_22009,E1,Bat-SL-CoVZC45-PLP2,7G2,175
NS1519_22009,E1,Bat-SL-CoVZC45-PLP2,7H2,248
NS1519_22009,E1,Bat-SL-CoVZC45-PLP2,7A3,111
NS1519_22009,E1,Bat-SL-CoVZC45-PLP2,7B3,125
NS1519_22009,E1,LGTV,4C7,519
NS1519_22009,E1,LGTV,4E10,732
NS1519_22009,E1,LGTV,4F12,419
NS1519_22009,E1,LGTV,4F7,615
NS1519_22009,E1,LGTV,4F10,711
NS1519_22009,E1,DENV,11C6,1008
NS1519_22009,E1,DENV,11D6,2079
