plate,well,OD595
NS1519_22019,B09,0.4864
NS1519_22019,C09,0.5168
NS1519_22019,D09,0.518
NS1519_22019,E09,0.342
NS1519_22019,F09,0.4718
NS1519_22019,G09,0.4929
NS1519_22019,H09,0.4886
NS1519_22019,A10,0.5127
NS1519_22019,B10,0.432
NS1519_22019,C10,0.5327
NS1519_22019,D10,0.4989
NS1519_22019,E10,0.4676
NS1519_22019,F10,0.4919
NS1519_22019,G10,0.497
NS1519_22019,H10,0.4915
NS1519_22019,A11,0.5349
NS1519_22019,B11,0.5527
NS1519_22019,C11,0.5459
NS1519_22019,D11,0.5059
NS1519_22019,E11,0.5129
NS1519_22019,F11,0.5209
NS1519_22019,G11,0.5042
NS1519_22019,H11,0.4854
NS1519_22019,A12,0.5818
NS1519_22019,B12,0.5461
NS1519_22019,C12,0.5455
NS1519_22019,D12,0.5431
NS1519_22019,E12,0.5823
NS1519_22019,F12,0.5311
NS1519_22019,G12,0.5198
NS1519_22019,H12,0.532
NS1519_22020,A01,0.6717
NS1519_22020,B01,0.7203
NS1519_22020,C01,0.6578
NS1519_22020,D01,0.6563
NS1519_22020,E01,0.5905
NS1519_22020,F01,0.5838
NS1519_22020,G01,0.5455
NS1519_22020,H01,0.5142
NS1519_22020,A02,0.6757
NS1519_22020,B02,0.6939
NS1519_22020,C02,0.6506
NS1519_22020,D02,0.6375
NS1519_22020,E02,0.5944
NS1519_22020,F02,0.5677
NS1519_22020,G02,0.5335
NS1519_22020,H02,0.4945
NS1519_22020,A03,0.7108
NS1519_22020,B03,0.7235
NS1519_22020,C03,0.6902
NS1519_22020,D03,0.6418
NS1519_22020,E03,0.6398
NS1519_22020,F03,0.5301
NS1519_22020,G03,0.5406
NS1519_22020,H03,0.4807
NS1519_22020,A04,0.6965
NS1519_22020,B04,0.6706
NS1519_22020,C04,0.6403
NS1519_22020,D04,0.6173
NS1519_22020,E04,0.5892
NS1519_22020,F04,0.4559
NS1519_22020,G04,0.5617
NS1519_22020,H04,0.5252
NS1519_22020,A05,0.6951
NS1519_22020,B05,0.7156
NS1519_22020,C05,0.6427
NS1519_22020,D05,0.7317
NS1519_22020,E05,0.6361
NS1519_22020,F05,0.5581
NS1519_22020,G05,0.5627
NS1519_22020,H05,0.5038
NS1519_22020,A06,0.7303
NS1519_22020,B06,0.7504
NS1519_22020,C06,0.7091
NS1519_22020,D06,0.6833
NS1519_22020,E06,0.633
NS1519_22020,F06,0.6041
NS1519_22020,G06,0.5621
NS1519_22020,H06,0.5135
NS1519_22020,A07,0.6512
NS1519_22020,B07,0.7485
NS1519_22020,C07,0.7052
NS1519_22020,D07,0.7014
NS1519_22020,E07,0.6411
NS1519_22020,F07,0.6211
NS1519_22020,G07,0.4747
NS1519_22020,H07,0.5083
NS1519_22020,A08,0.7657
NS1519_22020,B08,0.8195
NS1519_22020,C08,0.7348
NS1519_22020,D08,0.6249
NS1519_22020,E08,0.6497
NS1519_22020,F08,0.6234
NS1519_22020,G08,0.5927
NS1519_22020,H08,0.5396
NS1519_22020,A09,0.7265
NS1519_22020,B09,0.7409
NS1519_22020,C09,0.7254
NS1519_22020,D09,0.6897
NS1519_22020,E09,0.6576
NS1519_22020,F09,0.6187
NS1519_22020,G09,0.5442
NS1519_22020,H09,0.5301
NS1519_22020,A10,0.7405
NS1519_22020,B10,0.6867
NS1519_22020,C10,0.6982
NS1519_22020,D10,0.6792
NS1519_22020,E10,0.6428
NS1519_22020,F10,0.6667
NS1519_22020,G10,0.5961
NS1519_22020,H10,0.5518
NS1519_22020,A11,0.6486
NS1519_22020,B11,0.7515
NS1519_22020,C11,0.7097
NS1519_22020,D11,0.6896
NS1519_22020,E11,0.6521
NS1519_22020,F11,0.5979
NS1519_22020,G11,0.5993
NS1519_22020,H11,0.5502
NS1519_22020,A12,0.7278
NS1519_22020,B12,0.7188
NS1519_22020,C12,0.6973
NS1519_22020,D12,0.6819
NS1519_22020,E12,0.716
NS1519_22020,F12,0.6282
NS1519_22020,G12,0.5922
NS1519_22020,H12,0.5598
NS1519_22021,A01,0.4457
NS1519_22021,B01,0.4543
NS1519_22021,C01,0.4853
NS1519_22021,D01,0.5721
NS1519_22021,E01,0.5118
NS1519_22021,F01,0.5793
NS1519_22021,G01,0.609
NS1519_22021,H01,0.6274
NS1519_22021,A02,0.4178
NS1519_22021,B02,0.4543
NS1519_22021,C02,0.4551
NS1519_22021,D02,0.4844
NS1519_22021,E02,0.5167
NS1519_22021,F02,0.5601
NS1519_22021,G02,0.597
NS1519_22021,H02,0.6295
NS1519_22021,A03,0.4494
NS1519_22021,B03,0.4575
NS1519_22021,C03,0.4257
NS1519_22021,D03,0.5088
NS1519_22021,E03,0.5248
NS1519_22021,F03,0.5452
NS1519_22021,G03,0.5972
NS1519_22021,H03,0.5645
NS1519_22021,A04,0.451
NS1519_22021,B04,0.475
NS1519_22021,C04,0.4776
NS1519_22021,D04,0.4959
NS1519_22021,E04,0.5457
NS1519_22021,F04,0.5369
NS1519_22021,G04,0.5856
NS1519_22021,H04,0.599
NS1519_22021,A05,0.4473
NS1519_22021,B05,0.2063
NS1519_22021,C05,0.2797
NS1519_22021,D05,0.5079
NS1519_22021,E05,0.5014
NS1519_22021,F05,0.57
NS1519_22021,G05,0.5762
NS1519_22021,H05,0.6133
NS1519_22021,A06,0.4437
NS1519_22021,B06,0.4277
NS1519_22021,C06,0.5006
NS1519_22021,D06,0.4934
NS1519_22021,E06,0.5393
NS1519_22021,F06,0.1054
NS1519_22021,G06,0.5712
NS1519_22021,H06,0.588
NS1519_22021,A07,0.4629
NS1519_22021,B07,0.4832
NS1519_22021,C07,0.5031
NS1519_22021,D07,0.5135
NS1519_22021,E07,0.5366
NS1519_22021,F07,0.5691
NS1519_22021,G07,0.5685
NS1519_22021,H07,0.5787
NS1519_22021,A08,0.4575
NS1519_22021,B08,0.4606
NS1519_22021,C08,0.5105
NS1519_22021,D08,0.517
NS1519_22021,E08,0.54
NS1519_22021,F08,0.561
NS1519_22021,G08,0.5358
NS1519_22021,H08,0.5813
NS1519_22021,A09,0.4795
NS1519_22021,B09,0.4944
NS1519_22021,C09,0.4525
NS1519_22021,D09,0.5295
NS1519_22021,E09,0.5488
NS1519_22021,F09,0.5723
NS1519_22021,G09,0.5951
NS1519_22021,H09,0.6052
NS1519_22021,A10,0.4937
NS1519_22021,B10,0.4823
NS1519_22021,C10,0.5311
NS1519_22021,D10,0.5076
NS1519_22021,E10,0.5583
NS1519_22021,F10,0.5751
NS1519_22021,G10,0.5221
NS1519_22021,H10,0.6055
NS1519_22021,A11,0.502
NS1519_22021,B11,0.4834
NS1519_22021,C11,0.515
NS1519_22021,D11,0.5381
NS1519_22021,E11,0.5359
NS1519_22021,F11,0.5779
NS1519_22021,G11,0.5822
NS1519_22021,H11,0.5973
NS1519_22021,A12,0.508
NS1519_22021,B12,0.5089
NS1519_22021,C12,0.532
NS1519_22021,D12,0.5424
NS1519_22021,E12,0.6366
NS1519_22021,F12,0.5977
NS1519_22021,G12,0.6036
NS1519_22021,H12,0.618
NS1519_22022,A01,0.5031
NS1519_22022,B01,0.5073
NS1519_22022,C01,0.5472
NS1519_22022,D01,0.6615
NS1519_22022,E01,0.5642
NS1519_22022,F01,0.6969
NS1519_22022,G01,0.6109
NS1519_22022,H01,0.6106
NS1519_22022,A02,0.5026
NS1519_22022,B02,0.5028
NS1519_22022,C02,0.5255
NS1519_22022,D02,0.5559
NS1519_22022,E02,0.5647
NS1519_22022,F02,0.5917
NS1519_22022,G02,0.5508
NS1519_22022,H02,0.6015
NS1519_22022,A03,0.4884
NS1519_22022,B03,0.4937
NS1519_22022,C03,0.5101
NS1519_22022,D03,0.5439
NS1519_22022,E03,0.5268
NS1519_22022,F03,0.5792
NS1519_22022,G03,0.5965
NS1519_22022,H03,0.5922
NS1519_22022,A04,0.485
NS1519_22022,B04,0.403
NS1519_22022,C04,0.5265
NS1519_22022,D04,0.5468
NS1519_22022,E04,0.5156
NS1519_22022,F04,0.5947
NS1519_22022,G04,0.5893
NS1519_22022,H04,0.6809
NS1519_22022,A05,0.4942
NS1519_22022,B05,0.4655
NS1519_22022,C05,0.4908
NS1519_22022,D05,0.5414
NS1519_22022,E05,0.5483
NS1519_22022,F05,0.5933
NS1519_22022,G05,0.56
NS1519_22022,H05,0.5703
NS1519_22022,A06,0.4823
NS1519_22022,B06,0.4593
NS1519_22022,C06,0.3405
NS1519_22022,D06,0.525
NS1519_22022,E06,0.5312
NS1519_22022,F06,0.5467
NS1519_22022,G06,0.5573
NS1519_22022,H06,0.5745
NS1519_22022,A07,0.463
NS1519_22022,B07,0.4677
NS1519_22022,C07,0.5101
NS1519_22022,D07,0.5619
NS1519_22022,E07,0.5369
NS1519_22022,F07,0.5671
NS1519_22022,G07,0.565
NS1519_22022,H07,0.5625
NS1519_22022,A08,0.4918
NS1519_22022,B08,0.4722
NS1519_22022,C08,0.6004
NS1519_22022,D08,0.5319
NS1519_22022,E08,0.4209
NS1519_22022,F08,0.5402
NS1519_22022,G08,0.5327
NS1519_22022,H08,0.5533
NS1519_22022,A09,0.4076
NS1519_22022,B09,0.4728
NS1519_22022,C09,0.4637
NS1519_22022,D09,0.5179
NS1519_22022,E09,0.5249
NS1519_22022,F09,0.5408
NS1519_22022,G09,0.5391
NS1519_22022,H09,0.5379
NS1519_22022,A10,0.4781
NS1519_22022,B10,0.1007
NS1519_22022,C10,0.4647
NS1519_22022,D10,0.5277
NS1519_22022,E10,0.5098
NS1519_22022,F10,0.5126
NS1519_22022,G10,0.5289
NS1519_22022,H10,0.5396
NS1519_22022,A11,0.4561
NS1519_22022,B11,0.437
NS1519_22022,C11,0.4733
NS1519_22022,D11,0.4956
NS1519_22022,E11,0.5103
NS1519_22022,F11,0.5214
NS1519_22022,G11,0.4702
NS1519_22022,H11,0.5389
NS1519_22022,A12,0.4626
NS1519_22022,B12,0.465
NS1519_22022,C12,0.4721
NS1519_22022,D12,0.5134
NS1519_22022,E12,0.6012
NS1519_22022,F12,0.5127
NS1519_22022,G12,0.5214
NS1519_22022,H12,0.5413
NS1519_22023,A01,0.4848
NS1519_22023,B01,0.5118
NS1519_22023,C01,0.4988
NS1519_22023,D01,0.6012
NS1519_22023,E01,0.5131
NS1519_22023,F01,0.5452
NS1519_22023,G01,0.5553
NS1519_22023,H01,0.5891
NS1519_22023,A02,0.5003
NS1519_22023,B02,0.4971
NS1519_22023,C02,0.471
NS1519_22023,D02,0.5123
NS1519_22023,E02,0.4883
NS1519_22023,F02,0.5347
NS1519_22023,G02,0.5456
NS1519_22023,H02,0.5493
NS1519_22023,A03,0.4868
NS1519_22023,B03,0.5077
NS1519_22023,C03,0.4994
NS1519_22023,D03,0.5019
NS1519_22023,E03,0.5255
NS1519_22023,F03,0.5398
NS1519_22023,G03,0.5398
NS1519_22023,H03,0.5662
NS1519_22023,A04,0.4898
NS1519_22023,B04,0.4827
NS1519_22023,C04,0.5108
NS1519_22023,D04,0.4882
NS1519_22023,E04,0.4826
NS1519_22023,F04,0.5147
NS1519_22023,G04,0.519
NS1519_22023,H04,0.5695
NS1519_22023,A05,0.4826
NS1519_22023,B05,0.4996
NS1519_22023,C05,0.5108
NS1519_22023,D05,0.4959
NS1519_22023,E05,0.5129
NS1519_22023,F05,0.5422
NS1519_22023,G05,0.5373
NS1519_22023,H05,0.5446
NS1519_22023,A06,0.4713
NS1519_22023,B06,0.5123
NS1519_22023,C06,0.5151
NS1519_22023,D06,0.4887
NS1519_22023,E06,0.5355
NS1519_22023,F06,0.5423
NS1519_22023,G06,0.5407
NS1519_22023,H06,0.5853
NS1519_22023,A07,0.4175
NS1519_22023,B07,0.495
NS1519_22023,C07,0.5124
NS1519_22023,D07,0.485
NS1519_22023,E07,0.5262
NS1519_22023,F07,0.544
NS1519_22023,G07,0.5579
NS1519_22023,H07,0.6004
NS1519_22023,A08,0.5174
NS1519_22023,B08,0.5199
NS1519_22023,C08,0.5348
NS1519_22023,D08,0.5061
NS1519_22023,E08,0.4961
NS1519_22023,F08,0.4867
NS1519_22023,G08,0.4703
NS1519_22023,H08,0.5945
NS1519_22023,A09,0.4934
NS1519_22023,B09,0.4956
NS1519_22023,C09,0.5118
NS1519_22023,D09,0.4861
NS1519_22023,E09,0.5207
NS1519_22023,F09,0.5647
NS1519_22023,G09,0.5488
NS1519_22023,H09,0.6236
NS1519_22023,A10,0.5352
NS1519_22023,B10,0.5131
NS1519_22023,C10,0.3745
NS1519_22023,D10,0.5305
NS1519_22023,E10,0.524
NS1519_22023,F10,0.5535
NS1519_22023,G10,0.5706
NS1519_22023,H10,0.6052
NS1519_22023,A11,0.5236
NS1519_22023,B11,0.5379
NS1519_22023,C11,0.5499
NS1519_22023,D11,0.5353
NS1519_22023,E11,0.5512
NS1519_22023,F11,0.5496
NS1519_22023,G11,0.5756
NS1519_22023,H11,0.5899
NS1519_22023,A12,0.5347
NS1519_22023,B12,0.5456
NS1519_22023,C12,0.5489
NS1519_22023,D12,0.5374
NS1519_22023,E12,0.6264
NS1519_22023,F12,0.5952
NS1519_22023,G12,0.5661
NS1519_22023,H12,0.6151
NS1519_22024,A01,0.5401
NS1519_22024,B01,0.5286
NS1519_22024,C01,0.5503
NS1519_22024,D01,0.6063
NS1519_22024,E01,0.5684
NS1519_22024,F01,0.5759
NS1519_22024,G01,0.5841
NS1519_22024,H01,0.5881
NS1519_22024,A02,0.5267
NS1519_22024,B02,0.5244
NS1519_22024,C02,0.5379
NS1519_22024,D02,0.5297
NS1519_22024,E02,0.5397
NS1519_22024,F02,0.5625
